,Date,Piligrims,Tonsures,Hundi,Special Day,Temperature,Condition,Tweets
339,06/12/2022,"64,162","23,709",,"Tirumala Sri TT Jyestabhishekam Begins, Tirupati Sri GT Rathotsavam",+82°,Broken clouds,[]
340,07/12/2022,"51,376","24,878",,Tirupati Sri Kapileswaraswamy Pavitrotsavam Ends,+79°,Broken clouds,"['\n???????? ?????? ????? ??????? \n\n????? ???????????? ????????????? 64,162 ???????\n\n???????????? ???????? ?????????? 23,709 ???????\n\n????? ????? ????? ?5.38Cr \n \n?????????????? 02???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 12???? ????', '\n??????: ?? ????????\u200c?????\u200c?? ????????? ???????, ??????\u200c ???? ????????? ?????????????? 6 ???? ????, ????? ?????????? ????????????? 64,163 ???? ???????, ???????? ??????????  23,709 ???? ???????, ????? ????? ??.5.38 ??????']"
341,08/12/2022,"54,609","26,718",,Sri Hayagreeva Jayanthi,+75°,Heavy rain in places,"['\n???????????? ', '\n???????? ?????? ????? ???????\n\n????? ???????????? ????????????? 51,376 ???????\n\n???????????? ???????? ?????????? 24,878 ???????\n\n????? ????? ????? ?4.60Cr\n \n?????????????? 04???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????']"
342,09/12/2022,"57,581","27,021",,normal,+66°,Heavy intensity rain,"['\nTirumala Vaikunta Dwaram Offline Tickets Updates and Issuing Locations.', '\n???????? ??????? ??????!? ??? ????????????\n\n?????? ???????? ?? ????? ???? ?????? ???????? ??????????? ???? ??????? ??? ???????????? ??? ??????????.... ????? PINK Diamond ?????? ']"
343,10/12/2022,"69,383","32,391",,Atla Tadde,+73°,Light intensity drizzle,"['', '\n??????: ???????? ???????? ????????... ???????? ?????? ???????? ???????? ?????? ??????', '\n???????: ?????? ?????? ???????.. ?????????????? ?????? ???.. ??? ???? ??????? ???????????????? ??????????? ?????? ?????????.. ???? 8???? ????? ??? ?????? ???????? ?????? ???????, ????? ??????? ???? ???????? ?????? ????-?????? ', '\n??????: 15 ???????????????? ????????? ???????, ??????\u200c ???? ???????? ???????? ?????????????? 12 ???? ????.. ????? ?????????? ????????????? 57,581 ???? ???????, ???????? ?????????? 27,021 ???? ???????, ????? ????? ??.3.12 ??????']"
344,11/12/2022,"72,466","28,123",,Tirupati Sri KT Laksha Bilvarchana,+79°,Heavy rain in places,[]
345,12/12/2022,"65,466","26,174",,normal,+75°,Heavy intensity rain,"['\n??????: ???\u200c????\u200c?? ??????? ???????\u200c ????????-??????', '\nNON-STOP RAINS ENHANCES THE BEAUTY OF TIRUMALA \n\n( ????????? ??????????  ???????? … ?\u200c?????\u200c?? ?\u200c???? ?????????? ??????\u200c?\u200c? ?????\u200c?\u200c?? )\n\nDEVOTEES CAPTURE NATURE’S MAGICAL MOMENTS ON THEIR MOBILES\n\nALL DAMS FULL TO THEIR CAPACITIES']"
346,13/12/2022,"63,214","23,147",,normal,+81°,Moderate rain,"['\nCoaches change, Players graduate, But The Numbers, The Numbers Live Forever!!! ', '\nSri Sri Sri VishwaVallabha Tirtha Swamiji of  Sri Sode Vadiraja Matha, Udupi offered prayers in the hill temple of Lord Venkateswara on Monday.', '\n ', '\nAndhra News: ?????? ??? ????????????? ???? ?????.. ???????', '\nAndhra News: ?????? ??? ????????????? ???? ?????.. ???????', '\nTirumala Srivari Annaprasadam\n\nCredits: @foodie_alaia ', '\n??? ???? ?? ??????? ?????? ??????? ???? ????? ?????????\n\n????????? ???????? ??????\n\n?????? ?????? ???????? ???? ???????? ?????? ?????? ??????? ?? ??????\n\n??????? ????????? ???? ?????? ?????? ???????????? ?????? ????????']"
347,14/12/2022,"59,752","26,000",,normal,+81°,Few clouds,[]
348,15/12/2022,"48,928","23,322",,normal,+79°,Clear sky,"['\nAccompanied by his daughter \n@ash_rajinikanth\n, actor \n@rajinikanth\n on Thursday participated in Suprabhata seva at Sri Venkateswara temple atop Tirumala.', '\n????????????? ????? ?????? ?????? ?????? ???????, ?????? ????????, ????????? ???????.... ??????? ??????.... ??????,  ???????, ??????????? ???? ?????????? ?????? ??????? ???? \n\n?? ????????? ?????????? ?????? ?????? headlines ????????']"
349,16/12/2022,DEF,XYZ,ABC,Dhanurmasam Begins 6-12 pm,+81°,Partly cloudy,"['\n??????:22? ????????? ???????? ?????? ???????????????.. 22? ???? ????? ????? 15? ???? ???? ???????? ?????? ??????????????? ?????????????? ??????', '\n??????:14 ???????????????? ????????? ???????.. ?????? ???? ?????? ??????????????  18 ???? ????.. ????? ?????????? ????????????? 63,549 ???? ???????…. ???????? ?????????? 23,919 ???? ???????…????? ????? ??.4.13 ??????']"
350,17/12/2022,"64,107","30,482",,normal,+81°,Clear sky,['\n??????: ???? ????? ???????? ?????? ???????? ???? ????????..????????? ??????? ???????????? ???????????? ??????????.. ????? 14 ? ???? ???? ???????? ????? ????? ????? ??????...?????? ????? ????? ???????????????????? ??????? ????????? ???????????? ?????????????? ??????']
351,18/12/2022,"75,611","29,228",,normal,+79°,Heavy rain in places,[]
352,19/12/2022,"63,759","30,102",,Ekadasi,+77°,Clear sky,"['\nDuring Dhanurmasam, Suprabatham Seva will be cancelled at Tirumala and Tiruppavai Pasuras will be recited. Check out this link to listen to 30 pasuras.\n\nhttps://tirupatitirumalainfo.com/tiruppavai-pasuras/?utm_source=twitter…']"
353,20/12/2022,"63,366","24,494",,normal,+77°,Clear sky,[]
354,21/12/2022,"68,469","27,025",,normal,+79°,Broken clouds,['\nAndhra News: ?????? ??? ??????????? ???????? ????']
355,22/12/2022,"63,145","22,411",,"Tirumala Sri TT Adhyayanotsavam Begins, Masa Shivratri",+79°,Broken clouds,['\nTirumala Rs.300 Special Entry Darshan Tickets for the dates January 2 -11 Will be available for booking on 24th Dec @ 9 AM.\n\n ']
356,23/12/2022,"62,055","23,044",,Amavasya,+79°,Partly cloudy,"['\nTTD Jobs Update', '\nADHYAYANOTSAVAMS COMMENCES IN TIRUMALA TEMPLE \n( ???????? ?????? ?????????????? ???????? )\n\nThe annual Adhyayanotsavams commenced at Ranganayakula Mandapam on Thursday evening in Tirumala temple.', '\nIskcon,tirupati  Hare krishna\n\nCredits: hello_reels.in ', '\n??????: 31 ???????????????? ????????? ???????, ?????? ???? ???????? ???????? ??????????????  24 ???? ????, ????? ?????????? ????????????? 63,145 ???? ???????, ???????? ?????????? 22,411 ???? ???????.. ????? ????? ??.4.39 ??????']"
357,24/12/2022,"71,528","32,008",,normal,+79°,Partly cloudy,[]
358,25/12/2022,"70,373","32,954",,normal,+77°,Light intensity drizzle,[]
359,26/12/2022,"62,152","30,682",,Sravanam,+79°,Light intensity shower rain,[]
360,27/12/2022,"70,496","25,500",,normal,+79°,Moderate rain,[]
361,28/12/2022,"71,299","28,288",,normal,+82°,Few clouds,"['\nAngapradakshinam  Tickets  January - 2023    update', '\n?????? ?????? ????? ?????????', '\n?????? ???????? ????? ?????????.. ?????? ????? ???????\u200c?? ???? ????????\u200c???????? ???????? ??????.. ????????? ?????? ????? ????????? ?????????? ??????.. ???? ?????????????? ?????? ?????????? ???????????? ???????? ????????????????? ???????']"
362,29/12/2022,"67,156","24,752",,normal,+82°,Clear sky,['\nTTD Local Temples Seva  Tickets update January 2023']
363,30/12/2022,"63,253","24,490",,normal,+82°,Few clouds,[]
364,31/12/2022,DEF,XYZ,ABC,normal,+82°,Clear sky,"['\nGuidelines to Devotees visiting for VAIKUNTA DWARA DARSHAN at Srivari Temple - TIRUMALA', '\n???????? ?????? ????? ?????????? ?????  ??????? - ? ??????? ???????? ?????? || Vaikunta Ekadasi | TTD', '\n?????? ???????? ?????? 6 ???????? ?????????????? ??????? ?? ?????? ????????\n\n?????? ????????? ????????? ??????? ?????? ??????', '\n??????:26 ???????????????? ????????? ???????... ?????????????? 18 ???? ????... ????? ?????????? ?????????????63,253 ???? ???????….???????? ?????????? 24,490 ???? ???????…????? ????? ??.5.16 ??????']"
